lng,lat,elevation
-113.5423768,53.59481735,244000
-113.398835,53.57297086,244000
-113.3893417,53.60259902,244500
-113.3890414,53.60257727,244500
-113.4737302,53.56719084,244500
-113.4620237,53.5723602,244500
-113.4346669,53.57157975,244500
-113.4172938,53.57146269,244500
-113.50467,53.62044,245000
-113.3873911,53.59353793,245000
-113.4020737,53.59301687,245000
-113.41082,53.58804159,245000
-113.3988394,53.57147921,245000
-113.4049815,53.57336103,245000
-113.3868408,53.5930274,245500
-113.4020949,53.59272044,245500
-113.4365705,53.57167409,245500
-113.3882511,53.60959801,245500
-113.4142147,53.57368517,246000
-113.4696948,53.59464536,247000
-113.3964342,53.57376976,247000
-113.5177869,53.58524062,247000
-113.4336454,53.57166927,247000
-113.4703652,53.57970694,247000
-113.4322812,53.59251926,247500
-113.4882844,53.5730095,247500
-113.3881546,53.59233097,247500
-113.4020569,53.5932055,247500
-113.4013231,53.59303109,247500
-113.4337475,53.57484181,247500
-113.488452,53.58093359,247500
-113.4107485,53.58814682,248000
-113.4341145,53.57167149,248000
-113.5060849,53.58567364,248000
-113.417268,53.57263973,248000
-113.4164157,53.57308038,248000
-113.4049823,53.57279941,248000
-113.3948541,53.57453458,248000
-113.4286686,53.57694734,248000
-113.4882249,53.57687546,248000
-113.4328418,53.59252192,248500
-113.3881575,53.59178733,248500
-113.4774521,53.58978215,248500
-113.4739221,53.59102696,248500
-113.4838773,53.58093192,248500
-113.4345836,53.57378766,248500
-113.4953806,53.59649297,248500
-113.4686637,53.59465202,249000
-113.410419,53.58836311,249000
-113.3896368,53.60262524,249000
-113.3897881,53.60263949,249000
-113.4758828,53.57177865,249000
-113.4835693,53.55552049,249000
-113.49993,53.589266,249000
-113.5180398,53.59146889,249000
-113.483083,53.58093073,249000
-113.5276597,53.60049767,249500
-113.3888899,53.60256976,249500
-113.4885717,53.57300624,249500
-113.5474836,53.58657197,249500
-113.4350319,53.57381,249500
-113.4188696,53.57175341,249500
-113.401034,53.57296841,250000
-113.5476957,53.58734106,250000
-113.4781704,53.58978304,250000
-113.5177912,53.59146789,250000
-113.5251223,53.60986442,250500
-113.3945661,53.57164636,250500
-113.4387064,53.59727394,250500
-113.5259167,53.61950943,251000
-113.4754036,53.58978217,251000
-113.4330296,53.57168882,251000
-113.4331008,53.57347063,251000
-113.4318021,53.57535377,251000
-113.525087,53.60970253,251500
-113.5270686,53.61941739,251500
-113.4772126,53.58978335,251500
-113.5251046,53.60978347,252000
-113.5276582,53.60070434,252000
-113.4822729,53.56720116,252000
-113.5055115,53.58577461,252000
-113.4358667,53.57156968,252000
-113.3870249,53.59302834,252500
-113.5487248,53.58657216,252500
-113.4890155,53.55511255,252500
-113.4343215,53.57169493,252500
-113.4345165,53.57168013,252500
-113.5339426,53.5877578,252500
-113.3829586,53.61322364,252500
-113.5309573,53.59497307,253000
-113.5194926,53.585234,253000
-113.4320413,53.575137,253000
-113.3988371,53.57221156,253000
-113.3826446,53.6131681,253000
-113.5462361,53.58740967,253500
-113.5177775,53.59103202,253500
-113.4172952,53.57091455,253500
-113.3955445,53.57453357,253500
-113.4794445,53.57336675,254000
-113.5479806,53.58657384,254000
-113.5016929,53.58524656,254000
-113.394796,53.57164528,254000
-113.4755378,53.57178163,254500
-113.3881567,53.59200299,254500
-113.498981,53.63257302,254500
-113.4801297,53.56720534,254500
-113.4334306,53.57166825,254500
-113.5010024,53.58524593,254500
-113.4693779,53.6166842,254500
-113.3964283,53.57207362,255000
-113.4424642,53.58777987,255000
-113.4063088,53.59592021,255000
-113.5023274,53.56120375,255000
-113.50027,53.58576855,255000
-113.4756522,53.58978326,255500
-113.3888944,53.59167428,256000
-113.4784098,53.58978184,256000
-113.5125737,53.59671251,256000
-113.4743773,53.56873029,256000
-113.4792452,53.56413728,256000
-113.4709625,53.60935646,256000
-113.3962348,53.57453706,256000
-113.4317525,53.59252125,256500
-113.4348249,53.57380902,256500
-113.5012539,53.58577041,256500
-113.5014628,53.58524561,256500
-113.4172913,53.57250056,256500
-113.4164151,53.57335894,256500
-113.4995691,53.63249461,257000
-113.387209,53.59302929,257000
-113.4801185,53.56596972,257000
-113.4779309,53.58978424,257000
-113.4703815,53.61694025,257000
-113.5005421,53.58524401,257000
-113.3888965,53.59112615,257500
-113.4700551,53.57690194,257500
-113.3881563,53.59211082,257500
-113.5025553,53.6157514,257500
-113.4837645,53.63041241,257500
-113.4409974,53.59039244,257500
-113.4802347,53.54951013,258000
-113.3879455,53.59302856,258000
-113.3944768,53.60944097,258000
-113.4318961,53.5721552,258000
-113.5269045,53.61943471,258500
-113.5025881,53.615948,258500
-113.522385,53.58518044,258500
-113.5225368,53.58518104,258500
-113.4694371,53.59464647,258500
-113.5023889,53.56253295,258500
-113.54845,53.58657562,258500
-113.5088678,53.5977824,258500
-113.4995011,53.58523966,258500
-113.5228405,53.58518225,259000
-113.4013423,53.59281552,259000
-113.4172853,53.57526373,259000
-113.5477321,53.58657291,259500
-113.3952163,53.57253702,259500
-113.4316768,53.57543405,259500
-113.4172916,53.57236577,259500
-113.3979621,53.5726295,259500
-113.3979663,53.57161859,259500
-113.3955382,53.57569049,259500
-113.4698849,53.5671544,259500
-113.4621017,53.5721628,260000
-113.4833131,53.58092948,260000
-113.4013135,53.59314337,260000
-113.5272271,53.61940004,260000
-113.5229924,53.58518286,260000
-113.3888961,53.59123847,260000
-113.4839321,53.63041314,260000
-113.4599527,53.57374312,260500
-113.4791881,53.58986385,260500
-113.382291,53.61043454,260500
-113.3960047,53.5745359,260500
-113.3950826,53.57486372,261500
-113.4705537,53.57372761,261500
-113.3888956,53.5913463,261500
-113.3888953,53.59145413,261500
-113.3888948,53.59156645,261500
-113.5170161,53.55592081,261500
-113.519451,53.56053818,261500
-113.4629607,53.57183816,261500
-113.4528194,53.58777376,261500
-113.3883117,53.59353814,262000
-113.5168758,53.55592024,262000
-113.5047939,53.58577613,262000
-113.5090887,53.59777882,262000
-113.5095307,53.59778063,262000
-113.4827627,53.58094507,262000
-113.3953144,53.5745369,262000
-113.5323388,53.59511551,262500
-113.5052724,53.58577586,262500
-113.4769731,53.58978455,262500
-113.5258566,53.59153157,262500
-113.5051019,53.59777812,262500
-113.3810739,53.61240966,262500
-113.4321359,53.57210018,262500
-113.416411,53.57525048,262500
-113.5231541,53.5851835,263000
-113.4732894,53.57690274,263000
-113.5048242,53.59780618,263000
-113.517869,53.59722818,263000
-113.423982,53.60430288,263000
-113.4997258,53.5852406,263000
-113.4164174,53.57233006,263000
-113.4172906,53.57277463,263000
-113.3957682,53.57568941,263000
-113.41729,53.5730487,263000
-113.3988384,53.57175328,263000
-113.4013039,53.59325115,263500
-113.4822618,53.56597003,263500
-113.5545656,53.59479594,263500
-113.4172919,53.57223098,263500
-113.3959983,53.57569057,263500
-113.5401272,53.58777274,264000
-113.5508492,53.5851761,264000
-113.4403537,53.60787833,264000
-113.4703933,53.59464172,264500
-113.4825907,53.63041184,264500
-113.3944849,53.60953985,264500
-113.4800736,53.55008453,265000
-113.4326221,53.59252088,265000
-113.3892624,53.59462132,265000
-113.4351268,53.60414258,265000
-113.5301052,53.59463949,265500
-113.4767337,53.5897835,265500
-113.5228597,53.60558262,265500
-113.3944844,53.60974204,265500
-113.3944833,53.61012393,265500
-113.3964937,53.57697357,265500
-113.5308907,53.59482454,266000
-113.4824317,53.63041115,266000
-113.4729438,53.57690122,266000
-113.3942961,53.57254135,266000
-113.5262533,53.60214551,266000
-113.3947615,53.61150019,266000
-113.4172935,53.57159748,266000
-113.5340336,53.59514908,266000
-113.4997223,53.6335129,266500
-113.547217,53.58733925,266500
-113.4784471,53.59020658,266500
-113.5132079,53.59684538,266500
-113.3952181,53.5721686,266500
-113.3909222,53.61187385,266500
-113.3881588,53.59146834,267000
-113.5069883,53.58531343,267000
-113.5102311,53.59785763,267000
-113.3944836,53.61002958,267000
-113.394483,53.61022278,267000
-113.3944828,53.61031713,267000
-113.4164168,53.57260413,267000
-113.4313462,53.60283969,267000
-113.3870237,53.59353605,267500
-113.5462362,53.58663688,267500
-113.5490258,53.58654634,267500
-113.4706863,53.60434109,267500
-113.3964583,53.5756884,267500
-113.5294892,53.59426191,267500
-113.3952642,53.57650459,267500
-113.4622776,53.5729892,268000
-113.5308423,53.59470304,268000
-113.4685349,53.59465145,268000
-113.4324496,53.59252006,268000
-113.3966113,53.57376616,268000
-113.3881276,53.59353945,268000
-113.5220812,53.58517922,268000
-113.5222331,53.58517983,268000
-113.5007723,53.58524497,268000
-113.4261317,53.60249804,268000
-113.5025576,53.615846,268500
-113.482271,53.57676223,268500
-113.5234873,53.61155401,268500
-113.3943796,53.61173639,268500
-113.3942523,53.61181662,268500
-113.3965256,53.57486202,268500
-113.3828128,53.60958806,268500
-113.4821334,53.57215632,269000
-113.3881295,53.5930295,269000
-113.5183294,53.60346851,269000
-113.394125,53.61189685,269000
-113.4743747,53.56749471,269000
-113.4172903,53.57291391,269000
-113.5302676,53.59460643,269500
-113.4807475,53.56443136,269500
-113.4837793,53.6430264,269500
-113.3952135,53.57331205,269500
-113.5325172,53.59554753,270000
-113.5103709,53.59816148,270000
-113.4069981,53.59590566,270500
-113.4020476,53.59382548,270500
-113.5467381,53.58657364,270500
-113.5125726,53.59657322,270500
-113.3944847,53.60964319,270500
-113.3988408,53.57107035,271000
-113.4266568,53.60450667,271000
-113.528969,53.60320759,271000
-113.5003576,53.63333584,271000
-113.4284523,53.57694631,271500
-113.4127788,53.58907113,271500
-113.40791,53.5889979,271500
-113.3947534,53.57331197,271500
-113.5239703,53.61082358,271500
-113.4955757,53.633655,271500
-113.4997694,53.63300764,271500
-113.3958195,53.57248391,272000
-113.4106085,53.58818208,272500
-113.4701356,53.59464282,272500
-113.482859,53.6425956,272500
-113.3967095,53.57568966,272500
-113.4864367,53.61179389,272500
-113.4136925,53.59302495,272500
-113.4331625,53.59200675,273000
-113.530555,53.59463002,273000
-113.4691793,53.59464982,273000
-113.4662043,53.57690279,273000
-113.3828874,53.60946714,273000
-113.4849197,53.57341291,273000
-113.3956737,53.57330988,273000
-113.3943177,53.57164735,273000
-113.4326745,53.59200893,273000
-113.4329185,53.59200559,273000
-113.3964156,53.57614647,273000
-113.3979678,53.57107045,273000
-113.4693082,53.59464814,273500
-113.4061485,53.5959284,273500
-113.4608794,53.59558095,273500
-113.4327535,53.57332296,273500
-113.4172931,53.57173676,273500
-113.485346,53.57676202,273500
-113.5239305,53.61117387,273500
-113.3944838,53.60993523,273500
-113.5307228,53.59463517,274000
-113.5326255,53.59513685,274000
-113.387205,53.59353697,274000
-113.4996813,53.63259392,274000
-113.482926,53.63041329,274000
-113.4633108,53.5753173,274000
-113.3958206,53.57220984,274000
-113.4172942,53.57132341,274000
-113.45738,53.58851565,274000
-113.424472,53.60401319,274000
-113.4995664,53.63353921,274500
-113.4574252,53.60138149,274500
-113.4575541,53.60138207,274500
-113.3942944,53.57298166,274500
-113.4989257,53.63286932,274500
-113.4702773,53.61675558,274500
-113.3889517,53.5909512,275000
-113.4845413,53.58000698,275000
-113.517691,53.60969542,275000
-113.4836716,53.64268447,275000
-113.4693503,53.61676045,275000
-113.5014658,53.58576905,275000
-113.3947549,53.5729795,275000
-113.4353277,53.59029393,275000
-113.4877206,53.58093495,275500
-113.4105158,53.5882917,275500
-113.4848292,53.58000373,275500
-113.4701912,53.57496607,275500
-113.4629651,53.57531575,275500
-113.3979667,53.57147931,275500
-113.4120224,53.58897755,275500
-113.4406934,53.59039551,276000
-113.4164171,53.57246485,276000
-113.3958201,53.57234463,276000
-113.5326375,53.59558394,276500
-113.3877274,53.59508299,276500
-113.4295253,53.60448668,276500
-113.4019268,53.59411468,277000
-113.4687927,53.5946526,277000
-113.4580009,53.6013841,277000
-113.4581298,53.60138019,277000
-113.4605112,53.58124444,277000
-113.413259,53.59354625,277000
-113.407864,53.587955,277000
-113.4284328,53.5999503,277000
-113.5086468,53.5977815,277500
-113.4164178,53.57219078,277500
-113.3939976,53.61197708,277500
-113.4703199,53.61683214,277500
-113.4693124,53.61683667,277500
-113.5181179,53.60347664,277500
-113.483638,53.58093088,278000
-113.421328,53.62616633,278000
-113.4212617,53.62621993,278000
-113.4152991,53.58806805,278000
-113.430263,53.57206881,278000
-113.3979625,53.57249022,278000
-113.404108,53.57323088,278000
-113.4125056,53.58903609,278500
-113.5023259,53.5852492,278500
-113.4294066,53.60411095,278500
-113.5276596,53.60039433,279000
-113.4214608,53.62605465,279000
-113.465859,53.57690574,279000
-113.5125814,53.59770099,279000
-113.4406886,53.59481433,279000
-113.4092391,53.5891996,279000
-113.4341616,53.57484377,279000
-113.4041092,53.57258839,279000
-113.4311375,53.60033611,279000
-113.4230875,53.60415479,279000
-113.4213944,53.62611274,279500
-113.421129,53.62633161,279500
-113.404985,53.57164472,279500
-113.4583003,53.58851533,279500
-113.4289239,53.60286185,279500
-113.3828442,53.61196052,279500
-113.4300999,53.60414346,279500
-113.4994995,53.58567323,280000
-113.5015587,53.58672869,280000
-113.4302479,53.57688074,280000
-113.3970225,53.57564856,280000
-113.4351638,53.61222336,280000
-113.5245223,53.6026823,280000
-113.3824899,53.61314034,280000
-113.5494387,53.6068287,280500
-113.3875772,53.59302892,281000
-113.4908575,53.57298903,281000
-113.4834514,53.64319572,281000
-113.539105,53.58783396,281000
-113.4379605,53.59727493,281000
-113.4327499,53.60545677,281000
-113.3945265,53.57253803,281500
-113.451333,53.60382485,281500
-113.4356617,53.61385217,281500
-113.4224206,53.60520293,281500
-113.3877613,53.59302762,282000
-113.4041115,53.57151906,282000
-113.3945069,53.61166065,282000
-113.4695422,53.61719038,282000
-113.394985,53.57298066,282000
-113.3943467,53.57486449,282000
-113.4551651,53.58851682,282000
-113.3979671,53.57134452,282000
-113.4279724,53.5999481,282000
-113.3938703,53.6120573,282000
-113.5119017,53.5990506,282500
-113.4551123,53.58809424,282500
-113.3883727,53.60977386,282500
-113.5000453,53.58576762,282500
-113.3960085,53.57376761,282500
-113.3988342,53.57324493,282500
-113.4403996,53.59291694,282500
-113.538437,53.58743825,283000
-113.4839548,53.57844539,283000
-113.3881593,53.59134254,283000
-113.4343649,53.60465343,283000
-113.4653928,53.61025276,283000
-113.4349423,53.60863019,283000
-113.3876612,53.60876829,283000
-113.4696927,53.6171933,283000
-113.4702486,53.61667457,283000
-113.4824115,53.5809795,283000
-113.4164154,53.57321966,283000
-113.3948579,53.57377079,283000
-113.5050341,53.58526043,283000
-113.428663,53.5999514,283000
-113.4308464,53.59812643,283000
-113.4333915,53.60034231,283000
-113.4830012,53.61187795,283000
-113.4020874,53.5940054,283500
-113.4758684,53.57690059,283500
-113.4606815,53.57690498,283500
-113.4282026,53.5999492,283500
-113.451547,53.60142433,283500
-113.5312832,53.61660117,283500
-113.5359178,53.62046518,283500
-113.5266961,53.60243482,283500
-113.3950862,53.57409544,283500
-113.5262893,53.59153329,283500
-113.427717,53.60033328,283500
-113.4331612,53.60034122,283500
-113.4643652,53.60761305,283500
-113.4371435,53.61314476,283500
-113.4990887,53.63309915,283500
-113.4997698,53.63289083,283500
-113.488988,53.58097407,284000
-113.5387249,53.58743936,284000
-113.4702087,53.57372608,284000
-113.5636832,53.61665402,284000
-113.3885014,53.60879055,284000
-113.4788758,53.64243905,284000
-113.4761742,53.56748013,284000
-113.3954437,53.57331097,284000
-113.4338671,53.59995816,284000
-113.4212874,53.60471222,284000
-113.4746792,53.5722047,284500
-113.5124295,53.59511018,284500
-113.5637874,53.61662744,284500
-113.4287351,53.57176498,284500
-113.4884772,53.61002342,284500
-113.4089141,53.589335,284500
-113.5237257,53.60319133,284500
-113.4852238,53.57341422,284500
-113.4327945,53.60282634,284500
-113.4262869,53.60533161,284500
-113.4782186,53.64206776,284500
-113.397823,53.57175266,285000
-113.4992397,53.63256287,285000
-113.5640518,53.61642847,285000
-113.4586412,53.60092647,285000
-113.4587061,53.60138504,285000
-113.4846815,53.57844403,285000
-113.4085962,53.5895445,285000
-113.5165966,53.55271112,285000
-113.3960068,53.57409559,285000
-113.4845826,53.58668597,285000
-113.484822,53.586687,285000
-113.3955325,53.57533327,285000
-113.4357879,53.59029385,285000
-113.4286479,53.60283807,285000
-113.4377349,53.59727387,285000
-113.5174076,53.60353444,285000
-113.3948888,53.61141996,285000
-113.4747371,53.57336863,285500
-113.4603362,53.57690792,285500
-113.4585767,53.60138221,285500
-113.5168322,53.56340539,285500
-113.3942977,53.57216844,285500
-113.5050331,53.58577712,285500
-113.5097514,53.59777704,285500
-113.4332255,53.57168974,285500
-113.394293,53.57331189,285500
-113.3943511,53.57376822,285500
-113.4573389,53.58124357,285500
-113.464271,53.58670009,285500
-113.3959558,53.57614639,285500
-113.3972923,53.57479625,285500
-113.4711322,53.60986266,285500
-113.457698,53.60138273,286000
-113.3907606,53.61187303,286000
-113.5163204,53.55271225,286000
-113.4291235,53.59994911,286000
-113.4329208,53.60536772,286000
-113.4836662,53.57844863,286500
-113.4592958,53.60007351,286500
-113.4593026,53.60017239,286500
-113.4148613,53.58729761,286500
-113.3919734,53.59010394,286500
-113.4908613,53.57546019,286500
-113.5003119,53.58524305,286500
-113.3947565,53.57253919,286500
-113.4270466,53.57694408,286500
-113.5010723,53.59740644,286500
-113.404109,53.57271419,286500
-113.4041083,53.57310059,286500
-113.3972935,53.57452218,286500
-113.4327161,53.59995721,286500
-113.413476,53.59294526,286500
-113.5641817,53.61640423,287000
-113.4580654,53.60093734,287000
-113.4586419,53.60055355,287000
-113.4588501,53.60139693,287000
-113.4591366,53.58778001,287000
-113.4207984,53.60659915,287000
-113.5280858,53.60415661,287000
-113.4789931,53.64206665,287000
-113.4339545,53.57484279,287000
-113.4862328,53.58000527,287000
-113.4745978,53.58978313,287000
-113.4981826,53.5973382,287000
-113.4096103,53.57205853,287000
-113.4361911,53.60369157,287000
-113.436176,53.60453842,287000
-113.3883134,53.59303044,287500
-113.3949864,53.57254035,287500
-113.4531818,53.60560803,287500
-113.5207294,53.62597658,287500
-113.3820809,53.61306635,287500
-113.4789016,53.64234481,287500
-113.5058411,53.58526152,287500
-113.3945233,53.57331305,287500
-113.3957784,53.5737687,287500
-113.4811497,53.59045871,287500
-113.4041085,53.57297029,287500
-113.5238667,53.59303331,287500
-113.4340973,53.59995925,287500
-113.4336044,53.60499804,287500
-113.4128026,53.59394614,287500
-113.4819846,53.55583264,288000
-113.4593466,53.60132728,288000
-113.432545,53.59482092,288000
-113.4272567,53.60033108,288000
-113.3955465,53.57409776,288000
-113.3959935,53.57533335,288000
-113.4041088,53.57284449,288000
-113.4327704,53.59482199,288000
-113.5245225,53.6024262,288000
-113.5124303,53.59527417,288500
-113.4582738,53.60138084,288500
-113.4584328,53.60138156,288500
-113.4703659,53.57843542,288500
-113.4362687,53.59070273,288500
-113.4351783,53.613778,288500
-113.4035793,53.59759376,288500
-113.3815285,53.61167067,288500
-113.4960841,53.57845216,288500
-113.5012842,53.58617266,288500
-113.3952151,53.57298182,288500
-113.3953181,53.57376862,288500
-113.3948561,53.57409877,288500
-113.394348,53.57453651,288500
-113.3952908,53.57533205,288500
-113.397308,53.57628351,288500
-113.4041118,53.57133934,288500
-113.382651,53.6119101,288500
-113.3831815,53.60898341,288500
-113.4781819,53.64216196,288500
-113.4587133,53.60006863,289000
-113.4525265,53.60546575,289000
-113.4599076,53.6129666,289000
-113.3953538,53.59888015,289000
-113.4049338,53.59226508,289000
-113.383111,53.60910436,289000
-113.4789247,53.64215621,289000
